2024-09-27 12:43:42,495 INFO    StreamThr :27348 [internal.py:wandb_internal():87] W&B internal server running at pid: 27348, started at: 2024-09-27 12:43:42.495397
2024-09-27 12:43:43,102 DEBUG   HandlerThread:27348 [system_monitor.py:probe():181] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.20', 'heartbeatAt': '2024-09-27T17:43:43.077124', 'startedAt': '2024-09-27T17:43:42.490536', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/JesseCarter1981/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': 'jesse.carter1981@gmail.com', 'root': '/root/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-AULSLDG', 'username': 'root', 'executable': '/root/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3792.9100000000017, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 24.499588012695312}, 'gpu': 'NVIDIA GeForce RTX 3070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070', 'memory_total': 8589934592}], 'memory': {'total': 15.57650375366211}}
2024-09-27 12:43:43,102 INFO    HandlerThread:27348 [system_monitor.py:probe():182] Finished collecting system info
2024-09-27 12:43:43,102 INFO    HandlerThread:27348 [system_monitor.py:probe():185] Publishing system info
2024-09-27 12:43:43,102 DEBUG   HandlerThread:27348 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-09-27 12:43:43,102 DEBUG   HandlerThread:27348 [system_info.py:_save_pip():67] Saving pip packages done
2024-09-27 12:43:43,102 DEBUG   HandlerThread:27348 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-09-27 12:43:43,475 DEBUG   HandlerThread:27348 [system_info.py:_save_conda():86] Saving conda packages done
2024-09-27 12:43:43,476 INFO    HandlerThread:27348 [system_monitor.py:probe():187] Finished publishing system info
2024-09-27 12:43:43,479 DEBUG   SenderThread:27348 [sender.py:send():334] send: files
2024-09-27 12:43:43,479 INFO    SenderThread:27348 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-09-27 12:43:43,481 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: stop_status
2024-09-27 12:43:43,482 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: stop_status
2024-09-27 12:43:43,728 DEBUG   SenderThread:27348 [sender.py:send():334] send: telemetry
2024-09-27 12:43:43,728 DEBUG   SenderThread:27348 [sender.py:send():334] send: config
2024-09-27 12:43:43,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/wandb-summary.json
2024-09-27 12:43:43,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/conda-environment.yaml
2024-09-27 12:43:43,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/output.log
2024-09-27 12:43:43,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/wandb-metadata.json
2024-09-27 12:43:43,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/requirements.txt
2024-09-27 12:43:43,908 INFO    Thread-15 :27348 [upload_job.py:push():143] Uploaded file /tmp/tmpsspeic36wandb/hqlnxlga-wandb-metadata.json
2024-09-27 12:43:43,979 DEBUG   SenderThread:27348 [sender.py:send():334] send: use_artifact
2024-09-27 12:43:44,713 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: log_artifact
2024-09-27 12:43:44,713 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: log_artifact
2024-09-27 12:43:45,193 INFO    SenderThread:27348 [sender.py:send_request_log_artifact():1379] logged artifact clean_sample.csv - {'id': 'QXJ0aWZhY3Q6MTI0NjUwMTA4MQ==', 'digest': 'd1caf0f1b6fe9e1d49d7c0b252c8b39a', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'clean_sample.csv', 'alias': 'latest'}, {'artifactCollectionName': 'clean_sample.csv', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ2MTU1MTEzMQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTI0NjUwMTA4MQ==', 'versionIndex': 0}}, 'version': 'v0'}
2024-09-27 12:43:45,194 DEBUG   SenderThread:27348 [sender.py:send():334] send: exit
2024-09-27 12:43:45,194 INFO    SenderThread:27348 [sender.py:send_exit():557] handling exit code: 0
2024-09-27 12:43:45,194 INFO    SenderThread:27348 [sender.py:send_exit():559] handling runtime: 1
2024-09-27 12:43:45,195 INFO    SenderThread:27348 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-27 12:43:45,195 INFO    SenderThread:27348 [sender.py:send_exit():565] send defer
2024-09-27 12:43:45,195 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,195 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 0
2024-09-27 12:43:45,195 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,195 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 0
2024-09-27 12:43:45,195 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 1
2024-09-27 12:43:45,195 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,195 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 1
2024-09-27 12:43:45,196 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,196 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 1
2024-09-27 12:43:45,196 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 2
2024-09-27 12:43:45,196 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,196 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 2
2024-09-27 12:43:45,196 INFO    HandlerThread:27348 [system_monitor.py:finish():161] Stopping system monitor
2024-09-27 12:43:45,196 DEBUG   SystemMonitor:27348 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-09-27 12:43:45,197 DEBUG   SystemMonitor:27348 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2024-09-27 12:43:45,197 DEBUG   SystemMonitor:27348 [system_monitor.py:_start():141] Publishing last batch of metrics
2024-09-27 12:43:45,197 INFO    HandlerThread:27348 [interfaces.py:finish():175] Joined cpu
2024-09-27 12:43:45,197 INFO    HandlerThread:27348 [interfaces.py:finish():175] Joined disk
2024-09-27 12:43:45,204 INFO    HandlerThread:27348 [interfaces.py:finish():175] Joined gpu
2024-09-27 12:43:45,204 INFO    HandlerThread:27348 [interfaces.py:finish():175] Joined memory
2024-09-27 12:43:45,205 INFO    HandlerThread:27348 [interfaces.py:finish():175] Joined network
2024-09-27 12:43:45,205 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,205 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 2
2024-09-27 12:43:45,205 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 3
2024-09-27 12:43:45,205 DEBUG   SenderThread:27348 [sender.py:send():334] send: stats
2024-09-27 12:43:45,205 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,205 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 3
2024-09-27 12:43:45,205 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,205 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 3
2024-09-27 12:43:45,205 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 4
2024-09-27 12:43:45,206 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,206 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 4
2024-09-27 12:43:45,206 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,206 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 4
2024-09-27 12:43:45,206 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 5
2024-09-27 12:43:45,206 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,206 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 5
2024-09-27 12:43:45,206 DEBUG   SenderThread:27348 [sender.py:send():334] send: summary
2024-09-27 12:43:45,206 INFO    SenderThread:27348 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-27 12:43:45,206 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,206 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 5
2024-09-27 12:43:45,206 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 6
2024-09-27 12:43:45,207 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,207 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 6
2024-09-27 12:43:45,207 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,207 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 6
2024-09-27 12:43:45,209 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: status_report
2024-09-27 12:43:45,345 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 7
2024-09-27 12:43:45,345 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,345 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 7
2024-09-27 12:43:45,345 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,345 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 7
2024-09-27 12:43:45,715 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: poll_exit
2024-09-27 12:43:45,732 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 8
2024-09-27 12:43:45,732 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: poll_exit
2024-09-27 12:43:45,732 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,732 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 8
2024-09-27 12:43:45,732 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:45,732 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 8
2024-09-27 12:43:45,738 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 9
2024-09-27 12:43:45,738 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:45,738 DEBUG   SenderThread:27348 [sender.py:send():334] send: artifact
2024-09-27 12:43:45,738 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 9
2024-09-27 12:43:45,887 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_modified():292] file/dir modified: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/wandb-summary.json
2024-09-27 12:43:45,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_modified():292] file/dir modified: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/config.yaml
2024-09-27 12:43:45,888 INFO    Thread-12 :27348 [dir_watcher.py:_on_file_modified():292] file/dir modified: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/output.log
2024-09-27 12:43:46,403 INFO    SenderThread:27348 [sender.py:send_artifact():1415] sent artifact job-https___github.com_JesseCarter1981_Project-Build-an-ML-Pipeline-Starter.git_src_basic_cleaning_run.py - {'id': 'QXJ0aWZhY3Q6MTI1MTA1MzM0Mw==', 'digest': '71b5908debbb12807ac40c5e07d05ad5', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_JesseCarter1981_Project-Build-an-ML-Pipeline-Starter.git_src_basic_cleaning_run.py', 'alias': 'v1'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ2MTU1MTEzNQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTI1MTA1MzM0Mw==', 'versionIndex': 1}}, 'version': 'v1'}
2024-09-27 12:43:46,403 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:46,403 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 9
2024-09-27 12:43:46,403 INFO    SenderThread:27348 [dir_watcher.py:finish():362] shutting down directory watcher
2024-09-27 12:43:46,716 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: poll_exit
2024-09-27 12:43:46,888 INFO    SenderThread:27348 [dir_watcher.py:finish():392] scan: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files
2024-09-27 12:43:46,888 INFO    SenderThread:27348 [dir_watcher.py:finish():406] scan save: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/wandb-metadata.json wandb-metadata.json
2024-09-27 12:43:46,888 INFO    SenderThread:27348 [dir_watcher.py:finish():406] scan save: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/wandb-summary.json wandb-summary.json
2024-09-27 12:43:46,888 INFO    SenderThread:27348 [dir_watcher.py:finish():406] scan save: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/output.log output.log
2024-09-27 12:43:46,888 INFO    SenderThread:27348 [dir_watcher.py:finish():406] scan save: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/requirements.txt requirements.txt
2024-09-27 12:43:46,888 INFO    SenderThread:27348 [dir_watcher.py:finish():406] scan save: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/config.yaml config.yaml
2024-09-27 12:43:46,889 INFO    SenderThread:27348 [dir_watcher.py:finish():406] scan save: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/conda-environment.yaml conda-environment.yaml
2024-09-27 12:43:46,889 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 10
2024-09-27 12:43:46,890 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: poll_exit
2024-09-27 12:43:46,891 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:46,891 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 10
2024-09-27 12:43:46,894 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:46,895 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 10
2024-09-27 12:43:46,897 INFO    SenderThread:27348 [file_pusher.py:finish():160] shutting down file pusher
2024-09-27 12:43:47,279 INFO    Thread-20 :27348 [upload_job.py:push():143] Uploaded file /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/conda-environment.yaml
2024-09-27 12:43:47,295 INFO    Thread-18 :27348 [upload_job.py:push():143] Uploaded file /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/requirements.txt
2024-09-27 12:43:47,332 INFO    Thread-17 :27348 [upload_job.py:push():143] Uploaded file /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/output.log
2024-09-27 12:43:47,384 INFO    Thread-19 :27348 [upload_job.py:push():143] Uploaded file /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/config.yaml
2024-09-27 12:43:47,432 INFO    Thread-16 :27348 [upload_job.py:push():143] Uploaded file /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/files/wandb-summary.json
2024-09-27 12:43:47,633 INFO    Thread-11 :27348 [sender.py:transition_state():585] send defer: 11
2024-09-27 12:43:47,633 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:47,633 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 11
2024-09-27 12:43:47,633 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:47,633 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 11
2024-09-27 12:43:47,633 INFO    SenderThread:27348 [file_pusher.py:join():165] waiting for file pusher
2024-09-27 12:43:47,633 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 12
2024-09-27 12:43:47,633 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:47,634 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 12
2024-09-27 12:43:47,634 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:47,634 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 12
2024-09-27 12:43:47,698 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 13
2024-09-27 12:43:47,698 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:47,699 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 13
2024-09-27 12:43:47,699 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:47,699 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 13
2024-09-27 12:43:47,699 INFO    SenderThread:27348 [sender.py:transition_state():585] send defer: 14
2024-09-27 12:43:47,699 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: defer
2024-09-27 12:43:47,699 DEBUG   SenderThread:27348 [sender.py:send():334] send: final
2024-09-27 12:43:47,699 INFO    HandlerThread:27348 [handler.py:handle_request_defer():170] handle defer: 14
2024-09-27 12:43:47,699 DEBUG   SenderThread:27348 [sender.py:send():334] send: footer
2024-09-27 12:43:47,700 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: defer
2024-09-27 12:43:47,700 INFO    SenderThread:27348 [sender.py:send_request_defer():581] handle sender defer: 14
2024-09-27 12:43:47,700 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: poll_exit
2024-09-27 12:43:47,700 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: poll_exit
2024-09-27 12:43:47,701 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: poll_exit
2024-09-27 12:43:47,701 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: server_info
2024-09-27 12:43:47,701 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: poll_exit
2024-09-27 12:43:47,701 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: get_summary
2024-09-27 12:43:47,701 DEBUG   SenderThread:27348 [sender.py:send_request():361] send_request: server_info
2024-09-27 12:43:47,703 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: sampled_history
2024-09-27 12:43:47,856 INFO    MainThread:27348 [wandb_run.py:_footer_history_summary_info():3427] rendering history
2024-09-27 12:43:47,856 INFO    MainThread:27348 [wandb_run.py:_footer_history_summary_info():3459] rendering summary
2024-09-27 12:43:47,856 INFO    MainThread:27348 [wandb_run.py:_footer_sync_info():3383] logging synced files
2024-09-27 12:43:47,856 DEBUG   HandlerThread:27348 [handler.py:handle_request():144] handle_request: shutdown
2024-09-27 12:43:47,856 INFO    HandlerThread:27348 [handler.py:finish():841] shutting down handler
2024-09-27 12:43:48,701 INFO    WriterThread:27348 [datastore.py:close():299] close: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240927_124342-rcwi0kv5/run-rcwi0kv5.wandb
2024-09-27 12:43:48,856 INFO    SenderThread:27348 [sender.py:finish():1491] shutting down sender
2024-09-27 12:43:48,856 INFO    SenderThread:27348 [file_pusher.py:finish():160] shutting down file pusher
2024-09-27 12:43:48,856 INFO    SenderThread:27348 [file_pusher.py:join():165] waiting for file pusher
